zip_code,violations,current_demerits,inspection_demerits,inspection_grade,rating,review_count,alcohol,ambience,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,caters,coat_check,corkage,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,good_for,has_pool_table,waiter_service
89102,113,138,276,B,3,131,2,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,2,1,1,1,-1,0,0,1,-1,2,-1,-1
89113,69,104,139,B,3.5,174,1,1,1,3,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,1,2,0,1,1,-1,1,0,0,-1,2,-1,-1
89143,34,94,88,A,3,43,0,1,0,3,1,0,1,1,0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,-1,3,-1,-1
89118,30,27,71,A,4.5,22,2,1,0,2,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,1,1,1,-1,-1,-1,-1,0,-1
89109,132,117,313,B,2.5,6,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,-1,-1,-1,-1,-1
89115,59,63,110,A,3,38,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,-1
89117,8,16,16,A,4.5,84,1,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,1,0,1,0,1,1,2,1,0,1,-1,1,1,-1,-1,-1,-1,-1
89117,89,128,161,A,3.5,166,0,1,1,3,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,1,2,0,0,1,-1,1,1,0,-1,2,-1,0
89115,23,75,50,B,5,5,2,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,-1,1,-1
89123,20,45,38,A,2,16,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89118,15,39,28,B,4,109,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,-1,1,0,0,-1,2,-1,-1
89123,49,83,108,A,3.5,124,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,4,1,0,1,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,0,4,-1,0
89145,21,64,53,A,4,505,2,1,1,3,1,0,1,2,1,0,0,0,0,0,1,4,1,1,0,1,0,1,0,1,1,2,1,1,1,0,1,0,1,0,4,-1,-1
89139,80,397,170,A,2.5,205,0,0,1,3,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,1,2,0,0,1,-1,1,0,0,0,2,-1,0
89129,50,0,121,A,2.5,131,0,1,1,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,1,0,-1,2,-1,0
89129,50,0,121,A,3,94,0,0,1,3,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,2,0,1,0,0,1,1,0,0,1,-1,1,0,0,-1,-1,-1,-1
89118,93,18,264,B,3,15,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,-1,1,1,0,-1,-1,-1,-1
89101,23,9,46,A,4,188,2,1,1,3,0,0,1,1,0,0,0,1,0,1,1,2,1,1,1,1,0,1,0,1,1,2,0,1,1,1,1,0,0,-1,-1,0,-1
89169,76,75,143,A,2,14,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,1,-1,0,0,-1,-1,-1,0
89030,33,96,76,B,4,8,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,2,0,0,1,1,1,0,0,-1,-1,-1,-1
89122,98,133,210,B,4,496,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,2,0,1,1,-1,1,0,0,-1,2,-1,1
89141,24,30,49,A,4,151,0,1,1,3,1,0,1,1,0,0,0,1,0,1,1,3,1,0,1,0,0,1,0,0,1,1,0,0,1,-1,1,1,1,-1,3,-1,-1
89146,45,71,76,A,4.5,414,1,1,1,3,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,2,1,1,1,-1,1,0,0,0,1,-1,-1
89101,37,96,75,A,4,50,1,1,0,3,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,1,0,1,1,-1,1,0,0,-1,2,-1,-1
89102,119,0,272,B,3,45,0,1,0,3,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,2,1,1,1,1,-1,0,0,0,-1,-1,-1
89139,12,24,29,A,3,42,0,1,0,3,1,0,1,1,0,0,0,0,0,1,1,3,1,0,1,1,0,0,0,0,1,1,0,1,1,-1,1,0,-1,-1,-1,-1,-1
89147,60,76,149,A,4,103,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,-1,1,1,0,-1,1,-1,-1
89128,47,87,110,A,4,133,0,1,1,3,1,0,1,1,1,0,0,0,1,0,1,2,1,0,1,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,0,-1,-1,-1
89123,23,27,51,B,3.5,28,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2,0,0,1,1,1,0,-1,-1,-1,-1,-1
89146,6,27,51,B,4.5,7,0,0,0,3,1,0,1,5,1,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89122,111,156,267,A,2.5,17,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,2,-1,0
89122,111,156,267,A,2.5,48,0,1,0,3,1,0,1,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,-1,-1,3,-1,0
89135,20,91,38,A,3.5,34,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,0,-1,-1,2,-1,0
89135,20,91,38,A,3,22,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,1,1,0,0,1,-1,1,0,0,-1,-1,-1,0
89104,10,15,25,A,2,3,0,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89104,10,15,25,A,3.5,5,0,0,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89146,54,90,125,A,4,108,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,1,-1,1,1,0,1,-1,-1,-1
89147,22,30,39,A,3.5,25,0,1,0,3,1,0,1,0,0,0,0,0,1,0,1,3,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,-1,-1,1,-1,0
89147,22,30,39,A,2,40,0,0,0,3,1,0,1,1,0,0,0,0,1,1,1,3,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,-1,-1,3,-1,0
89106,14,0,33,B,3,87,0,0,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,-1,0,0,-1,1,-1,-1
89117,2,4,4,A,4,5,1,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89123,50,69,97,A,3.5,61,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,1,2,0,1,1,1,-1,1,-1,-1,2,-1,1
89109,24,9,45,A,1.5,21,0,1,0,3,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,4,0,0,1,1,1,1,0,-1,-1,-1,-1
89117,42,8,109,A,3,252,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,0,1,1,0,1,0,0,1,2,1,1,1,-1,1,0,-1,1,3,-1,1
89103,3,20,20,A,4,19,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89135,130,198,310,B,3.5,115,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,-1,2,-1,-1
89014,56,108,97,A,3.5,31,2,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,0,2,0,1,0,0,1,2,1,1,1,-1,1,0,0,-1,1,-1,-1
89104,106,165,333,B,4,9,1,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,0,0,1,1,1,1,-1,-1,-1,-1,-1
89118,11,32,41,A,4,4,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,-1,0,-1,-1,-1,-1,-1
89148,1,3,3,A,3.5,85,0,1,0,3,1,0,1,1,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,-1,-1,-1,-1,-1
89103,39,3,55,B,4,220,1,1,2,3,1,0,1,1,1,0,1,0,0,0,1,2,1,1,1,0,0,0,0,1,1,2,1,1,1,-1,1,1,0,-1,2,-1,1
89139,46,58,96,B,1.5,10,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89117,19,6,26,A,4,200,2,1,1,3,1,0,1,1,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,1,1,0,1,1,-1,1,0,0,0,4,-1,1
89102,57,78,147,A,3,687,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,0,0,2,-1,0
89032,31,33,46,B,3,19,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,-1,0,0,-1,1,-1,-1
89149,27,0,59,A,3.5,44,0,1,0,3,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,-1,1,0,0,-1,-1,-1,-1
89146,90,144,185,B,4,45,2,1,0,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,-1,0,-1,-1,1,-1,-1
89130,32,54,61,B,3,22,0,1,0,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89117,42,54,100,C,3.5,10,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,1,1,2,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89104,94,84,244,B,4.5,5,0,0,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,-1,0,-1,-1,-1,-1,-1
89183,26,64,77,A,3.5,133,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,1,1,2,0,0,0,0,1,2,0,0,1,-1,1,1,0,0,3,-1,0
89128,57,55,193,A,3.5,119,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,-1,1,1,0,0,2,-1,-1
89146,37,94,84,B,2.5,67,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,0,-1,3,-1,-1
89130,121,132,245,B,2.5,29,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89128,53,6,122,B,3.5,75,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,-1,3,-1,0
89146,3,6,6,A,3.5,3,0,0,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89147,14,48,36,A,4,27,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,2,0,0,1,-1,1,1,-1,-1,-1,-1,-1
89110,57,70,138,A,2.5,13,0,0,0,3,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,-1,-1,1,-1,-1
89110,57,70,138,A,4,16,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,-1,-1,-1,-1
89102,68,120,143,B,3,97,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1
89148,23,45,48,A,4,32,1,3,0,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1
89123,1,8,8,A,4,33,2,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89110,64,263,129,A,4.5,44,0,0,0,3,1,0,1,0,1,0,0,1,0,0,1,2,1,1,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,-1,2,-1,0
89148,82,126,166,A,3.5,141,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,1,0,1,1,1,-1,0,1,-1,2,-1,-1
89108,56,121,134,B,4,5,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89108,56,121,134,B,3,53,0,0,0,3,1,0,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,-1,0,3,-1,0
89117,79,84,137,A,4,375,0,1,1,3,1,0,1,1,1,0,0,1,0,0,1,2,1,1,1,1,0,1,0,0,1,2,0,0,1,-1,1,1,0,0,2,-1,0
89117,20,69,37,A,3.5,40,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,1,0,0,1,-1,1,1,0,-1,-1,-1,-1
89103,32,39,72,A,2.5,8,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,-1,1,-1,1,0
89139,1,5,5,A,4.5,6,0,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,-1,1,0,0,-1,3,-1,1
89117,33,60,105,B,4,22,2,0,0,3,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,2,0,1,1,1,1,1,-1,-1,-1,-1,-1
89178,7,12,12,A,2.5,7,0,0,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89118,142,6,285,B,3.5,71,0,2,0,3,1,0,1,1,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,0,4,-1,-1
89103,32,100,105,B,3,93,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,2,1,1,1,-1,1,0,-1,-1,-1,-1,-1
89104,50,50,105,A,2.5,19,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,2,0,1,1,1,-1,0,-1,-1,-1,-1,-1
89145,7,21,21,A,3.5,26,2,0,0,3,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,2,1,1,1,1,1,1,-1,-1,-1,-1,-1
89119,24,3,44,A,4,47,0,2,0,3,1,0,1,1,1,0,0,0,0,1,1,3,1,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,0,1,1,-1,-1
89129,30,72,60,A,2.5,18,0,1,0,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,1,1,2,0,0,1,1,1,0,-1,-1,-1,-1,-1
89119,34,8,65,A,4,150,1,1,1,3,1,0,1,4,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,-1,1,1,0,0,-1,-1,-1
89123,18,24,30,A,4.5,1014,0,3,1,3,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,1,1,0,2,-1,0
89147,39,21,76,A,4,14,1,1,0,3,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89109,132,57,232,B,4,124,2,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,1,1,-1,1,0,0,0,2,-1,1
89178,21,54,45,A,3.5,30,2,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,-1,0,-1,-1,1,-1
89123,25,13,53,A,3.5,279,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,1,2,0,0,1,-1,1,0,0,-1,2,-1,-1
89118,25,88,64,B,3.5,253,0,1,1,3,1,0,1,1,0,0,0,0,1,0,1,4,1,0,1,1,0,1,0,0,1,1,0,0,1,-1,1,1,0,1,4,-1,-1
89118,25,88,64,B,3,196,0,1,1,3,1,0,1,1,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,0,-1,2,-1,0
89128,70,88,133,A,3.5,343,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,1,0,1,1,1,-1,0,0,0,2,-1,-1
89108,34,18,119,C,2.5,13,1,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,0,-1,-1,-1,-1,-1
89149,6,24,18,A,3,43,0,1,0,3,1,0,1,1,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,2,1,1,1,-1,1,0,-1,-1,-1,-1,-1
89103,104,160,305,B,3.5,291,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,0,1,1,-1,1,0,0,0,2,-1,-1
89102,135,86,268,B,4,1291,1,1,1,3,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,0,1,1,1,-1,0,0,0,2,-1,1
89147,24,91,30,A,4,220,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,1,1,0,0,-1,-1,-1,-1
89104,142,36,319,B,3.5,13,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,-1,1,-1,-1,-1,-1,-1
89102,14,60,40,A,4.5,19,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,-1,1,0,-1,-1,-1,-1,-1
89128,5,10,10,A,4.5,17,0,1,0,3,1,0,1,1,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89139,22,8,44,A,4,7,0,0,0,3,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,-1,-1,-1,-1,-1
89134,20,0,44,A,3.5,73,2,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,0,0,1,0,0,1,2,1,1,1,-1,1,0,-1,-1,-1,-1,-1
89101,3,8,8,A,4,4,0,1,0,3,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,-1,-1,-1,-1,-1
89118,96,66,231,B,3.5,1750,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,2,0,1,1,1,-1,0,0,1,2,-1,-1
89119,37,86,80,A,4,194,0,1,1,3,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,1,1,0,0,1,-1,1,0,1,1,2,-1,-1
89141,67,133,146,A,2.5,107,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,-1,0,0,-1,-1,-1,-1,-1
89108,25,57,43,A,4.5,44,2,0,0,3,1,0,1,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,1,2,0,1,1,1,1,1,0,-1,3,1,-1
89145,44,30,70,A,3.5,59,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,1,1,1,1,1,-1,1,0,-1,-1,2,-1,-1
