zip_code,violations,current_demerits,inspection_demerits,inspection_grade,rating,review_count,alcohol,ambience,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,caters,coat_check,corkage,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,good_for,has_pool_table,waiter_service
89103,53,63,130,B,2.5,3,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89101,13,21,16,A,3.5,3,0,0,0,3,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,2,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89101,13,21,16,A,4,12,0,1,0,3,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89119,26,78,69,A,3.5,12,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89146,54,101,151,B,3.5,173,0,1,1,3,1,0,1,1,0,0,0,0,1,0,1,2,1,0,1,1,0,1,0,0,0,1,0,0,1,-1,1,0,0,0,2,-1,0
89107,60,0,146,A,3,9,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,-1,1,0,-1,-1,-1,-1,-1
89102,28,12,64,B,4,8,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,-1,1,0,-1,-1,-1,-1,-1
89110,27,0,49,A,4,28,2,0,0,3,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89110,98,148,215,A,4,178,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,1,2,0,1,1,-1,1,0,1,-1,2,-1,-1
89117,6,24,10,A,3.5,9,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,-1,-1,-1,-1,-1
89115,31,0,52,A,2.5,37,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,-1,0,0,-1,-1,-1,-1,-1
89108,48,66,121,A,4,39,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,-1,1,0,-1,-1,-1,-1,-1
89103,44,36,133,B,3.5,56,0,1,0,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,2,0,1,1,-1,1,0,-1,-1,-1,-1,-1
89103,98,24,236,B,4,45,0,1,0,3,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,-1,0,-1,-1,1,-1,-1
89103,57,14,128,A,2.5,41,0,1,0,3,0,0,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,0,3,-1,0
89101,50,112,129,A,4.5,43,0,1,0,3,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,2,0,0,1,1,1,0,-1,-1,-1,-1,-1
89119,35,48,70,A,3.5,9,0,0,0,3,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,3,0,0,0,0,1,4,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89146,76,113,193,A,3.5,350,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,1,2,0,0,1,-1,1,0,0,0,2,-1,-1
89145,37,98,73,A,4,505,2,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,2,1,1,1,-1,1,0,0,0,2,-1,1
89146,20,48,32,A,4,101,2,1,0,3,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,2,1,1
89123,25,56,34,C,4,38,2,1,0,3,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,1,0,1,1,1,-1,0,1,0,2,0,1
89119,8,20,20,A,3.5,16,0,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,-1,-1,-1,-1,-1
89119,78,99,155,A,4.5,272,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,1,1,0,1,-1,1,0,1,0,2,-1,0
89169,30,72,98,A,2.5,10,1,0,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,2,1,1,1,1,-1,0,0,0,1,-1,1
89146,33,80,120,B,3.5,28,0,0,0,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1
89117,45,11,100,A,4,169,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,2,0,0,1,-1,1,0,1,0,2,-1,0
89102,8,20,20,A,4,17,0,0,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1
89110,42,74,98,A,3.5,57,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,2,0,0,1,-1,1,0,0,-1,1,-1,-1
89123,26,28,90,B,4,12,1,1,0,3,1,1,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,2,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89146,88,122,168,A,3.5,832,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,2,0,1,1,-1,1,0,0,0,2,-1,-1
89148,23,27,53,B,3.5,42,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89178,18,3,31,A,4.5,132,0,1,1,3,1,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,0,1,1,-1,1,1,0,-1,-1,-1,-1
89102,121,151,244,B,3,24,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,0,-1,-1,-1,1
89104,62,80,150,A,4,38,0,0,0,3,1,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,1,0,1,1,-1,1,0,-1,-1,3,-1,-1
89104,29,53,52,A,4,20,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,-1,-1,-1,-1
89101,38,117,107,A,4,79,0,1,1,3,1,0,1,0,1,0,0,0,0,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,1,-1,1,1,1,-1,3,-1,1
89118,1,5,5,A,3.5,6,0,0,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89139,5,12,12,A,4,189,0,1,1,3,0,0,1,0,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,1,1,1,-1,1,0,0,-1,2,-1,1
89147,40,102,82,A,4,155,1,1,1,3,1,1,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,2,1,1,1,1,1,1,0,1,2,-1,-1
89128,53,107,126,A,4,242,1,1,1,3,1,0,1,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,1,2,0,1,1,-1,1,0,0,-1,3,-1,-1
89123,55,74,108,A,4,678,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,3,1,1,1,1,0,1,0,0,1,2,0,0,1,1,1,1,0,1,3,-1,-1
89117,78,123,177,A,2.5,188,0,1,1,3,1,0,1,1,1,0,0,0,1,0,1,4,1,1,1,1,0,0,0,0,1,1,0,0,1,-1,1,1,0,0,4,-1,-1
89102,33,3,60,B,3,81,1,1,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,-1,0,0,0,-1,-1,-1
89102,96,0,211,B,3.5,147,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,2,0,1,1,-1,1,0,-1,-1,-1,-1,-1
89147,57,301,148,B,3.5,16,0,0,0,3,1,0,1,1,1,0,0,1,0,0,1,2,1,1,0,0,0,0,0,1,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89183,17,28,46,A,4,47,1,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89139,56,19,117,A,3.5,38,0,0,0,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,-1,-1,0
89123,1,9,9,A,3,32,2,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,2,1,0,1,-1,1,1,-1,-1,-1,-1,-1
89169,33,32,61,A,3.5,50,2,1,0,3,0,0,1,2,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,-1,0,-1,-1,1,-1
89102,149,30,364,B,4.5,782,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,2,1,1,1,-1,1,1,0,0,2,-1,1
89122,28,47,38,B,4,6,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,0,-1
89102,7,6,25,A,4,17,0,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,-1,-1,-1,-1,-1
89102,21,42,46,A,3,13,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,2,0,0,1,1,1,0,-1,-1,-1,-1,-1
89130,30,42,93,B,4,18,1,0,0,3,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,2,0,1,1,-1,1,0,-1,-1,-1,-1,-1
89169,50,54,98,B,3.5,16,2,0,0,3,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,-1,1,1,-1,-1,-1,-1,-1
89103,91,0,222,B,3.5,29,1,1,0,3,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,-1,1,-1,-1,-1,-1,-1
89129,38,21,75,A,3,54,0,0,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,2,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89117,36,27,84,A,3.5,246,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,2,1,1,1,-1,1,0,0,-1,1,-1,1
89117,34,81,70,B,4.5,190,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,-1,0,1,-1,-1,-1
89104,64,64,176,B,4,87,0,1,0,3,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,2,0,1,1,-1,0,0,-1,-1,-1,-1,-1
89131,10,21,22,A,3.5,5,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,2,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89130,31,54,66,A,3,38,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,1,2,1,1,1,1,-1,0,0,-1,3,-1,1
89117,40,108,98,A,4,174,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,2,0,1,1,-1,1,0,-1,-1,-1,-1,-1
89117,28,88,61,A,3.5,24,0,1,0,3,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89146,112,24,269,B,4,210,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,0,0,-1,2,-1,1
89142,42,27,100,B,4,79,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,1,0,0,1,1,-1,0,0,0,2,-1,-1
89123,57,108,142,B,4,106,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,1,2,0,1,1,1,0,0,-1,-1,-1,-1,-1
89104,34,112,100,A,3,68,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,2,1,1,1,-1,1,0,0,0,2,-1,1
89139,38,33,75,B,2.5,82,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,1,1,0,0,1,1,-1,0,-1,-1,3,-1,0
89102,121,136,283,B,3,724,0,1,1,3,0,0,1,1,0,0,0,0,1,0,1,2,1,0,1,1,0,1,0,0,1,1,0,1,1,-1,1,1,0,0,-1,-1,-1
89130,62,12,92,B,2.5,59,0,0,0,3,1,0,1,1,0,0,0,0,1,0,1,2,1,0,1,1,0,1,0,0,1,2,0,0,1,1,-1,0,0,-1,2,-1,-1
89130,62,12,92,B,2.5,18,0,0,0,3,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,-1,0,-1,-1,1,-1,-1
89146,47,78,95,B,4,905,0,1,1,3,0,0,1,1,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,1,1,0,1,1,1,-1,0,0,0,2,-1,1
89131,48,48,88,A,4,222,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,4,1,1,1,0,0,1,0,0,0,2,0,1,1,1,-1,1,1,0,4,-1,1
89119,103,510,297,C,1.5,15,0,0,0,3,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,-1,1,0,-1,-1,-1,-1,-1
89101,99,95,289,B,2,16,1,1,0,3,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,1,1,-1,1,0,-1,-1,-1,-1,-1
89147,94,78,225,B,2,333,0,1,1,3,1,0,1,1,1,0,0,0,0,0,0,2,1,0,1,1,0,1,0,1,0,2,0,0,1,-1,0,0,-1,-1,2,-1,-1
89110,107,75,255,B,3.5,28,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,-1,1,-1,0
89131,4,20,17,A,3,4,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89113,32,8,86,A,2.5,75,0,1,0,3,1,0,1,1,0,0,0,0,1,0,1,4,1,0,1,1,0,0,0,0,1,1,0,0,1,-1,1,1,-1,-1,2,-1,0
89113,32,8,86,A,2.5,17,0,1,0,3,1,0,1,1,0,0,0,0,1,0,1,5,1,0,1,3,0,1,0,0,1,1,0,0,1,1,-1,1,-1,-1,5,-1,-1
89108,90,150,188,A,3,193,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,1,2,1,1,1,-1,0,1,0,0,3,-1,1
89120,42,68,94,A,4.5,1045,0,1,1,3,1,0,1,1,0,0,0,1,0,0,1,3,1,0,1,1,0,1,0,0,1,1,0,0,1,-1,1,1,1,0,3,-1,-1
89121,78,108,138,A,4,51,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,-1,0,-1,-1,-1,-1,-1
89141,67,73,155,B,4,434,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,2,1,1,1,-1,1,1,0,1,1,-1,-1
89119,85,162,215,A,3,67,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,4,-1,-1
89119,85,162,215,A,3.5,111,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,-1,3,-1,0
89120,119,129,322,B,3.5,241,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,2,0,1,1,-1,1,0,0,-1,2,-1,1
89113,47,96,97,A,4.5,1264,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,0,1,1,-1,1,0,0,1,2,-1,1
89108,138,78,268,A,4,191,0,1,1,3,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,0,1,1,-1,1,0,0,-1,2,-1,1
89146,2,3,3,A,1.5,27,0,0,0,3,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,3,0,0,0,0,1,1,0,0,1,1,-1,0,1,-1,-1,-1,-1
89145,64,0,126,A,3.5,29,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89115,56,113,122,A,3,8,2,1,0,3,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89123,76,52,199,B,4,3250,2,1,1,3,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,-1,1,1,0,0,2,-1,-1
89130,65,138,147,A,2.5,33,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,1,1,0,0,1,1,1,0,0,-1,2,-1,0
89108,63,108,133,A,3,186,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,0,1,1,-1,1,0,0,1,2,-1,1
89119,43,41,100,A,3.5,127,0,1,1,3,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,-1,1,1,0,1,1,-1,0
89139,17,39,21,A,4.5,107,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,-1,-1,-1
89169,96,176,228,A,3,61,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,-1,4,-1,-1
89169,96,176,228,A,3,75,0,1,0,3,0,0,1,2,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,-1,3,-1,0
89169,96,176,228,A,3.5,4,1,1,0,3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89103,83,81,185,B,4,252,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,1,2,1,1,1,-1,1,0,0,0,2,-1,1
89146,78,120,198,B,3.5,31,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,1,1,-1,0,-1,-1,-1,-1
89113,18,24,35,A,4,291,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,-1,1,0,0,1,2,-1,1
89113,18,24,35,A,4,122,0,1,1,3,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,-1,1,0,0,1,2,-1,1
89134,14,50,44,A,3,52,1,1,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89146,37,48,74,B,3.5,5,2,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,-1,1,-1,-1,-1,-1,-1
89119,15,21,23,A,3.5,72,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,-1,1,0,-1,-1,1,-1,-1
89110,43,126,89,A,4,37,2,1,0,3,1,0,1,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,2,0,0,1,1,-1,0,0,-1,3,-1,-1
89149,46,59,117,A,4,121,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,1,0,-1,2,-1,0
89101,44,3,125,B,3,193,1,1,1,3,0,0,1,1,0,0,0,0,0,0,1,4,1,0,1,1,0,0,0,0,1,1,0,1,1,-1,1,0,0,0,4,-1,1
89147,41,52,111,A,3.5,202,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,2,0,0,1,-1,1,1,1,0,2,-1,-1
89106,47,60,134,B,3,5,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89101,50,87,115,B,3,974,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,1,2,0,1,0,-1,1,0,0,0,2,-1,-1
89117,61,0,141,B,4,124,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,1,2,0,1,1,1,-1,1,0,0,2,-1,-1
